outcome,payment_account_prefix_same_as_address_prefix,address_2a96c3ce94b3be921e0296097b88b56a,address_4d90f2e709f1fc0810e5aef472dd3935,address_794abfcfc9a51569c6415a61a319b352,address_91ea8f05b2be1f7fe36e86e20ea35105,address_a3d2de7675556553a5f08e4c88d2c228,address_ca8d4b018cb62966eebb2974f5a83b4f,address_e23d9777cddc347de82d839b2e54b22e,address_fb5f20b04f48113f484f73988d44a09a,address_infrequent_address,address_rare_address,payment_account_0875307e1731af94b3b64725ad0deb7d,payment_account_3e9073fb9219ceb4a1dc9dbb9e1acbe9,payment_account_a3d2de7675556553a5f08e4c88d2c228,payment_account_infrequent_account,payment_account_rare_account,bids_per_auction_per_ip_entropy_median,bids_per_auction_per_ip_entropy_mean,ips_per_bidder_per_auction_median,ips_per_bidder_per_auction_mean,only_one_user,ip_only_one_user_counts,on_ip_that_has_a_bot,on_ip_that_has_a_bot_mean,ip_entropy,dt_change_ip_median,dt_same_ip_median,num_first_bid,short,t_until_end_median,t_since_start_median,X0_hour72,X1_hour72,X2_hour72,X3_hour72,X4_hour72,X5_hour72,X6_hour72,X7_hour72,X8_hour72,X9_hour72,X10_hour72,X11_hour72,X12_hour72,X13_hour72,X14_hour72,X15_hour72,X16_hour72,X17_hour72,X18_hour72,X19_hour72,X20_hour72,X21_hour72,X22_hour72,X23_hour72,X24_hour72,X25_hour72,X26_hour72,X27_hour72,X28_hour72,X29_hour72,X30_hour72,X31_hour72,X32_hour72,X33_hour72,X34_hour72,X35_hour72,X36_hour72,X37_hour72,X38_hour72,X39_hour72,X40_hour72,X41_hour72,X42_hour72,X43_hour72,X44_hour72,X45_hour72,X46_hour72,X47_hour72,X48_hour72,X49_hour72,X50_hour72,X51_hour72,X52_hour72,X53_hour72,X54_hour72,X55_hour72,X56_hour72,X57_hour72,X58_hour72,X59_hour72,X60_hour72,X61_hour72,X62_hour72,X63_hour72,X64_hour72,X65_hour72,X66_hour72,X67_hour72,X68_hour72,X69_hour72,X70_hour72,X71_hour72,max_bids_in_hour72,sleep,dt_others_median,f_dt_others_lt_cutoff,dt_self_median,dt_self_min,monday,tuesday,wednesday,balance,s_monday,s_tuesday,s_wednesday,f_monday,f_tuesday,f_wednesday,bids_per_auction_median,bids_per_auction_mean,n_bids,n_urls,n_bids_url,f_urls,X301o49axv6udhkl,i695h0p5uj10gmq,q5draunzzjr7wc2,szyjr65zi6h3qbz,vasstdc27m7nks3,url_entropy,countries_per_bidder_per_auction_median,countries_per_bidder_per_auction_mean,countries_per_bidder_per_auction_max,ae,af,al,am,ao,ar,at,au,az,ba,bb,bd,be,bf,bg,bh,bi,bj,bn,bo,br,bt,bw,by,ca,cd,cg,ch,ci,cl,cm,cn,co,cr,cv,cy,cz,de,dj,dk,do,dz,ec,ee,eg,es,et,eu,fi,fr,ga,gb,ge,gh,gm,gq,gr,gt,hk,hn,hr,ht,hu,id,ie,il,in.,iq,ir,is,it,jm,jo,jp,ke,kg,kh,kr,kw,kz,la,lb,lk,lr,ls,lt,lu,lv,ly,ma,mc,md,me,mg,mk,ml,mm,mn,mr,mt,mu,mv,mw,mx,my,mz,na,ne,ng,ni,nl,no,np,nz,om,pa,pe,pg,ph,pk,pl,pr,pt,py,qa,ro,rs,ru,rw,sa,sc,sd,se,sg,si,sk,sl,sn,so,sr,sv,sy,sz,td,tg,th,tm,tn,tr,tt,tw,tz,ua,ug,uk,us,uy,uz,ve,vn,ye,za,zm,zw,books.and.music,furniture,home.goods,jewelry,mobile,office.equipment,sporting.goods
0,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.2,0.2,1,0.666666666667,1.79175946923,2034552631580,2417421052630,0,0,8118368421050,69117763157900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,True,99999999999,0,2417421052630,1175421052630,1,3,0,-1.09861228867,0.333333333333,1,0,0.25,0.75,0,1,1,4,1,4,0.25,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.94892418288,1,3.28571428571,0.0689655172414,0.0689655172414,1,0.545454545455,60.5685545804,560842105262,17868421053,0,0.037037037037,68136947368400,9168210526320,0.5,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0,0.5,1,0,1,0,0.5,0,0,0.5,0,0,0.5,0.5,0.5,0,0.5,0,2,False,52631580,0.740740740741,265052631580,1105263158,9,11,7,-0.423814246776,0.818181818182,1,0.636363636364,0.333333333333,0.407407407407,0.259259259259,1,3.85714285714,27,14,27,0.518518518519,0,0,0,0,0.222222222222,54.682450549,1,2.14285714286,9,0.285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857,0,0,0,0.142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.142857142857,0,0.857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571428571,0,0,0,0,0,0,0,0,0,0.285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857,0,0.142857142857,0,0,0.142857142857,0,0,0,0,0,1,0,0,0,0
0,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.354986664255,1,1.71428571429,0.333333333333,0.333333333333,0,0,17.5023078459,1.5705e+12,-1,0,0.0833333333333,66609710526300,8569947368420,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True,18157894736,0.0833333333333,1.5705e+12,307789473684,2,4,6,-0.916290731874,0.333333333333,0.666666666667,1,0.166666666667,0.333333333333,0.5,1,1.71428571429,12,6,12,0.5,0,0,0,0,0.416666666667,13.631106835,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.352941176471,0.352941176471,1,0.272727272727,15.1044125731,1226315789470,-1,0,1,4993368421050,7467473684210,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,1,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,2,True,1e+09,0.272727272727,1226315789470,108263157896,3,4,4,0,0.75,1,1,0.272727272727,0.363636363636,0.363636363636,1,1,11,10,11,0.909090909091,0,0,0,0,0.0909090909091,15.1044125731,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,87.488328787,1,14.6666666667,0,0,1,0.418604651163,270.167542474,315789474,578947368,0,0,60617105263200,6010315789470,0,0,0.0192307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192307692308,0,0,0,0,0,0,0,0,0,0,0,0.0192307692308,0.0384615384615,0,0.0769230769231,0.0384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0.346153846154,1,0,0.0384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,True,263157893,0.375,315789475,0,6,75,2,-58.8257757009,0.08,1,0.0266666666667,0.0722891566265,0.903614457831,0.0240963855422,1,27.6666666667,83,2,83,0.0240963855422,0,0,0,0,0.987951807229,4.40671924726,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121951219512,0,0,0,0,0,0,1,0,0
0,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.353117092261,1,1.77777777778,0.333333333333,0.333333333333,1,0.5,27.8992713838,512605263157,-1,0,0.75,2.7695e+12,5361368421050,0,0.333333333333,0.333333333333,0,0,0,0,0,0,0,0,0,0.333333333333,0,0,0,0,0,0.333333333333,0,0,0,0,0,0.333333333333,0,0.333333333333,1,0,0.333333333333,0,0,0,0,0.333333333333,0,0,0.333333333333,0.333333333333,0,0,0,0.333333333333,0,0.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,0,0,0,3,False,3657894737,0,512605263157,8368421052,2,4,10,-2.82137888641,0.2,0.4,1,0.125,0.25,0.625,1,1.77777777778,16,1,16,0.0625,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.425310951188,1,1.76,0.185185185185,0.185185185185,1,0.439024390244,121.533081515,245921052632,421052630,0,1,6572710526320,7065973684210,0,0.4,0,0,0.2,0,0.2,0,0,0.2,0.4,0.6,0,0.2,0,0,0.4,0.2,0.2,0,0.2,0.2,0.4,0.2,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.2,0,0.4,0.4,0,0,0,1,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0.4,0.2,0,0,0.2,0,0,0.2,0,0,0,0.2,0.2,0,0,5,False,1421052631,0.136363636364,190947368422,315789474,12,13,19,-0.889498585564,0.631578947368,0.684210526316,1,0.272727272727,0.295454545455,0.431818181818,1,1.76,44,19,44,0.431818181818,0,0,0,0,0.295454545455,78.9937031667,1,1.52,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666667,0,0,0,0,0,0,0,0,0,0,0.466666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666667,0,0,0,0,0,0,0.0666666666667,0,0,0,0,0,0,0,0,0,0.0666666666667,0,0,1,0,0.2,0,0.0666666666667,0,0.0666666666667,0,0,0,0,0,0.0666666666667,0,0,0,0,0,0,0,0,0,0.0666666666667,0.0666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666667,0,0,0,0,0,0,0,0,0.0666666666667,0,0,0,0,0.0666666666667,0,0,0,0,0,0,0,0,0,0,0.0666666666667,0,0.0666666666667,0,0,0,0,0,0,0,0,0,0.0666666666667,0,0,0,0.0666666666667,0,0,0.0666666666667,0,0,0,0,0,0.0666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.2,0.2,1,0.5,1.79175946923,6016815789480,-1,0,0.5,9984421052630,4875210526320,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,894736842,0,6016815789480,2808894736840,3,0,1,-1.09861228867,1,0,0.333333333333,0.75,0,0.25,1,1,4,4,4,1,0,0,0,0,0.25,1.79175946923,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1.14285714286,0.111111111111,0.111111111111,1,0.714285714286,8.52516136107,755342105263,3263157896,0,1,8614184210530,5012657894740,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True,2289473684,0.375,354947368420,3263157896,3,5,0,-2.30258509299,0.6,1,0,0.375,0.625,0,1,1.14285714286,8,4,8,0.5,0,0,0,0,0,6.73340189184,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666667,0,0,0.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.185592791472,1,1.51351351351,0.329411764706,0.329411764706,1,0.21568627451,171.659649959,100973684210,11736842104,0,1,5120736842110,6618736842100,0.375,0.375,0.125,0.125,0.375,1,0,0.375,0,0,0,0.25,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0,0,0.25,0.125,0.25,0,0.125,0,0.125,0.125,0.125,0.125,0.125,0,0.125,0.25,0,0,0.25,0.125,0.25,0.125,0,0,0,0,0.375,0.125,0,0,0,0,0.125,0,0,0.25,0.125,0.125,0,0,0,0.125,8,False,684210526,0.175438596491,96105263158,421052632,16,20,21,-0.367962903713,0.761904761905,0.952380952381,1,0.280701754386,0.350877192982,0.368421052632,1,1.54054054054,57,24,57,0.421052631579,0,0,0,0,0.0350877192982,118.261214922,1,1,1,0.0188679245283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0188679245283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377358490566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.69314718056,13.5327304681,2,5.75,0.10599078341,0.10599078341,1,0.60960960961,3984.81765473,7315789474,4684210528,0,0.686855670103,4811210526320,5078973684210,1,0.779069767442,0.581395348837,0.395348837209,0.616279069767,0.53488372093,0.511627906977,0.209302325581,0.209302325581,0.116279069767,0.0813953488372,0.046511627907,0.104651162791,0.0813953488372,0.0348837209302,0.0581395348837,0.0348837209302,0,0.0348837209302,0.0348837209302,0.0581395348837,0.104651162791,0.0232558139535,0.0116279069767,0,0,0.0232558139535,0,0.0116279069767,0.0581395348837,0.0348837209302,0.0697674418605,0.046511627907,0.139534883721,0.127906976744,0.093023255814,0.0697674418605,0.127906976744,0.0813953488372,0.0232558139535,0.0348837209302,0.0348837209302,0.290697674419,0.127906976744,0.186046511628,0.0813953488372,0.0348837209302,0.0697674418605,0.0813953488372,0.046511627907,0.093023255814,0.0232558139535,0.046511627907,0.046511627907,0.0232558139535,0,0,0.0697674418605,0.0813953488372,0.0116279069767,0,0.0232558139535,0.046511627907,0.0348837209302,0.0581395348837,0.046511627907,0.116279069767,0.0813953488372,0.244186046512,0.116279069767,0.116279069767,0.186046511628,86,False,421052632,0.256032171582,6578947369,0,190,348,238,-24.7534505962,0.545977011494,1,0.683908045977,0.244845360825,0.448453608247,0.306701030928,3,6.92857142857,776,42,776,0.0541237113402,0,0,0,0,0.470360824742,1726.17245451,1,1.01785714286,2,0,0,0,0,0,0,0,0,0,0,0,0.00299850074963,0,0,0,0,0,0,0.0224887556222,0,0,0,0,0,0.00599700149925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149925037481,0,0,0,0.00449775112444,0,0,0,0,0,0,0,0,0.0104947526237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149925037481,0.0644677661169,0,0,0,0,0,0,0.00149925037481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179910044978,0,0,0,0,0,0,0,0,0,0,0,0.00299850074963,0,0,0,0,0.00149925037481,0,0,0,0.00149925037481,0.023988005997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.99275436935,1,2.72727272727,0.0841121495327,0.0841121495327,1,0.578947368421,295.732964832,146210526316,150263157894,0,0.0408163265306,9813105263160,65731210526300,0.4,0.2,1,0,0.2,0.2,0.4,0.2,0.2,0,0.2,0,1,0,0,0.4,0,0.4,0.2,0.2,0,0.4,0.2,0.6,0.2,0.6,0.6,0.4,0.6,0.2,0.6,0,0.4,0.4,0.8,0,0.8,0.2,0,0.2,0.2,0.4,0,0,0,0,0.6,0.2,0.2,0,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0,0.2,0.8,0.2,0.2,0.4,0,0,0.4,0.6,0.2,0.4,0.2,0.2,0,5,False,78947368,0.612244897959,148236842105,3473684210,39,38,21,-3.31320428236,1,0.974358974359,0.538461538462,0.397959183673,0.387755102041,0.214285714286,1,4.45454545455,98,13,98,0.132653061224,0,0,0,0,0.714285714286,102.554363912,1,1.45454545455,10,0,0,0,0,0,0,0,0,0,0,0,0.258064516129,0,0,0,0,0,0,0,0,0.193548387097,0,0,0,0.0322580645161,0,0,0,0,0,0,0.129032258065,0,0,0,0,0,0,0,0,0,0,0,0,0.0322580645161,0.0645161290323,0,0,0,0,0,0,0,0,0,0,0,0.0645161290323,0,0,0,0,0,0.935483870968,0,0,1,0,0.0322580645161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645161290323,0,0,0,0,0,0,0.0322580645161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967741935484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322580645161,0.0645161290323,0,0,0,0,0,0,0.0322580645161,0,0,0,0,0.0322580645161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645161290323,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,0,2225263157890,75078947368400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2105263158,0,843840919867.279,444939118065.419,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.13129034027,1,2.25,0.45,0.45,0,0,15.1044125731,722894736844,57947368422,0,0.272727272727,68767789473700,8537368421050,1,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0.5,0.5,2,True,52631578,0.727272727273,381894736842,50368421052,2,4,5,-0.510825623766,0.4,0.8,1,0.181818181818,0.363636363636,0.454545454545,1,2.75,11,5,11,0.454545454545,0,0,0,0,0.545454545455,10.3169208303,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.111984966827,1,1.25,0.047619047619,0.047619047619,1,0.631578947368,39.3398841872,272315789472,3473684212,0,1,4705473684210,4721315789470,0.333333333333,0.666666666667,1,1,0.333333333333,0,0,0,0.666666666667,0,0.333333333333,0.333333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333333,0,0,0.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,0,0,0.333333333333,0,0,0,0.333333333333,0,0,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,3,False,2447368421,0.25,221210526314,3473684212,8,4,8,-0.757685701698,1,0.5,1,0.4,0.2,0.4,1,1.25,20,3,20,0.15,0,0,0,0,0.2,12.3569035352,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857,0,0,0,0,0,0.142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714286,0,0,0.714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
