@RELATION data

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE attribute_1 REAL

@DATA
0.551121,0.111026
0.677127,0.338438
0.107194,0.478264
0.625069,0.163366
0.360297,0.630882
0.410426,0.533423
0.088329,0.214145
0.370062,0.371103
0.581633,0.228494
0.134402,0.103853
0.519066,0.100004
0.430082,0.545869
0.374082,0.628774
0.275146,0.195698
0.125381,0.206370
0.240138,0.133727
0.257556,0.675789
0.265406,0.308326
0.578453,0.347404
0.508757,0.675893
0.224702,0.685512
0.506492,0.091778
0.254134,0.214846
0.713231,0.370806
0.228827,0.342869
0.401132,0.656936
0.616622,0.381976
0.244583,0.071234
0.113266,0.537721
0.101673,0.332825
0.214297,0.365364
0.285425,0.448748
0.289247,0.376141
0.208886,0.449234
0.639751,0.333289
0.584738,0.407194
0.103809,0.578972
0.079233,0.215088
0.581001,0.522195
0.485063,0.055327
0.652390,0.520440
0.046653,0.340918
0.695404,0.448970
0.397187,0.030063
0.607196,0.532872
0.542974,0.483135
0.231623,0.087227
0.326641,0.109857
0.166676,0.243923
0.371152,0.083269
0.063555,0.248357
0.337339,0.636861
0.375362,0.578983
0.583848,0.449788
0.384248,0.055682
0.436832,0.593080
0.392263,0.409377
0.014921,0.341354
0.098625,0.385099
0.056095,0.487426
0.149357,0.637207
0.442595,0.480419
0.344610,0.163229
0.285995,0.320740
0.214428,0.130579
0.055571,0.244340
0.536617,0.398585
0.321295,0.240187
0.436421,0.182419
0.598195,0.395873
0.450803,0.370867
0.517915,0.167901
0.535817,0.383227
0.446644,0.265836
0.698688,0.429949
0.464932,0.114085
0.599985,0.125049
0.247820,0.421183
0.228260,0.445929
0.333305,0.697983
0.141937,0.260574
0.248537,0.240650
0.109207,0.591461
0.201783,0.141086
0.452004,0.597268
0.407496,0.020178
0.458811,0.345353
0.505395,0.177291
0.286846,0.664183
0.635274,0.445825
0.433666,0.287236
0.100158,0.300357
0.644104,0.171455
0.155142,0.092723
0.456860,0.096059
0.521571,0.203712
0.487436,0.108977
0.061854,0.347025
0.113270,0.429109
0.537957,0.487312
0.632587,0.175094
0.595315,0.422709
0.170230,0.268105
0.390362,0.642353
0.307077,0.336991
0.097157,0.358217
0.238563,0.508656
0.367097,0.075140
0.220442,0.448555
0.361962,0.415101
0.649478,0.470442
0.322038,0.703161
0.367879,0.347393
0.568534,0.632751
0.404444,0.204991
0.372124,0.246214
0.554380,0.484782
0.038793,0.446097
0.106002,0.431921
0.340108,0.533222
0.276696,0.164943
0.586682,0.190880
0.230722,0.421355
0.688576,0.461898
0.370341,0.590786
0.334495,0.225923
0.505187,0.299314
0.457463,0.065693
0.612309,0.453747
0.703115,0.365392
0.179648,0.394583
0.473018,0.157850
0.367197,0.462255
0.037765,0.305485
0.316293,0.592269
0.433459,0.219749
0.211583,0.078765
0.361819,0.256015
0.508950,0.525604
0.376437,0.063596
0.446422,0.269932
0.573529,0.360572
0.243539,0.454819
0.664096,0.231510
0.273236,0.167020
0.148930,0.459143
0.537018,0.461955
0.242248,0.090826
0.087673,0.216053
0.343081,0.090682
0.250936,0.304331
0.624326,0.524528
0.397444,0.188823
0.433920,0.239374
0.159182,0.247992
0.243350,0.653502
0.693260,0.365575
0.568169,0.386765
0.325361,0.656114
0.385778,0.378982
0.654570,0.253615
0.472775,0.212375
0.427606,0.456224
0.588522,0.248103
0.636911,0.536321
0.653244,0.344896
0.317851,0.045469
0.612659,0.350123
0.465807,0.048237
0.031183,0.314261
0.102953,0.285767
0.450385,0.019655
0.389805,0.004178
0.339136,0.671583
0.453061,0.694985
0.120218,0.414719
0.556302,0.485525
0.309629,0.033429
0.042003,0.209918
0.054562,0.512626
0.348863,0.672898
0.309975,0.155240
0.569480,0.444317
0.429156,0.430149
0.356509,0.542788
0.261536,0.373865
0.531265,0.097337
0.658486,0.341315
0.289611,0.199776
0.661905,0.434015
0.383762,0.618136
0.511319,0.182254
0.113661,0.375794
0.480293,0.473533
0.145370,0.181046
0.098130,0.389798
0.302218,0.164019
0.284798,0.564714
0.602961,0.201786
0.455427,0.383752
0.181070,0.587773
0.161273,0.058671
0.156361,0.497031
0.081727,0.539412
0.362162,0.083802
0.563813,0.393972
0.446776,0.406679
0.161843,0.216359
0.279950,0.596600
0.301446,0.328619
0.323521,0.695564
0.659672,0.255086
0.067163,0.319157
0.460476,0.593287
0.595104,0.358592
0.616515,0.388483
0.064066,0.457431
0.268284,0.193407
0.043360,0.242160
0.295575,0.135011
0.074913,0.513097
0.410794,0.115608
0.054267,0.337366
0.392070,0.479611
0.480032,0.583685
0.329946,0.364177
0.283775,0.579058
0.539319,0.619580
0.551386,0.506444
0.197694,0.172681
0.318326,0.117940
0.636564,0.257064
0.306391,0.575488
0.423336,0.507187
0.507757,0.109068
0.404984,0.063294
0.674047,0.500666
0.222293,0.578593
0.413206,0.180351
0.306934,0.554530
0.229364,0.253573
0.377012,0.285394
0.554469,0.494534
0.300320,0.071814
0.149409,0.205957
0.242314,0.160428
0.172867,0.620502
0.170061,0.423949
0.485985,0.367801
0.595086,0.535795
0.230420,0.130043
0.593735,0.341033
0.534166,0.653209
0.645947,0.203445
0.289526,0.465597
0.366800,0.462899
0.179691,0.108953
0.181549,0.057459
0.487425,0.484278
0.406131,0.601763
0.429285,0.386718
0.453015,0.314365
0.405991,0.522334
0.414953,0.416123
0.124249,0.152636
0.166771,0.534609
0.639112,0.336387
0.520759,0.468931
0.022244,0.305892
0.621199,0.576271
0.197647,0.341587
0.355162,0.434826
0.384827,0.468402
0.223707,0.121334
0.582605,0.101911
0.089163,0.397213
0.358814,0.250095
0.424311,0.342380
0.163736,0.132904
0.075878,0.553251
0.213613,0.553408
0.307867,0.506151
0.287760,0.649124
0.207330,0.324202
0.179205,0.525397
0.531222,0.191001
0.284432,0.696125
0.199882,0.544032
0.077504,0.291166
0.161209,0.583543
0.258014,0.109517
0.482108,0.550135
0.470663,0.537225
0.200208,0.647774
0.352929,0.540087
0.683259,0.305907
0.176888,0.390517
0.070945,0.359929
0.375876,0.402402
0.546733,0.653191
0.243941,0.345446
0.026723,0.399518
0.114357,0.266286
0.585456,0.289962
0.050518,0.250651
0.416014,0.145717
0.328992,0.360944
0.289633,0.048169
0.559976,0.621960
0.236927,0.188608
0.598316,0.529867
0.151122,0.199016
0.428685,0.675364
0.484545,0.434019
0.429782,0.051059
0.293295,0.274827
0.037593,0.286089
0.618984,0.277104
0.527113,0.204821
0.140751,0.250675
0.579368,0.559119
0.657685,0.389566
0.569523,0.385893
0.017537,0.421787
0.486775,0.038438
0.465993,0.409906
0.366939,0.690776
0.162687,0.093847
0.671610,0.220215
0.478896,0.335247
0.480875,0.290148
0.314292,0.238399
0.113791,0.615831
0.322213,0.430799
0.336231,0.598572
0.161513,0.100694
0.313713,0.081231
0.587382,0.552533
0.341041,0.467412
0.355384,0.153051
0.294864,0.539018
0.590498,0.177775
0.262750,0.462992
0.523943,0.532415
0.505141,0.126913
0.089221,0.389437
0.390773,0.172669
0.335116,0.355416
0.248193,0.590750
0.143030,0.134975
0.286120,0.060395
0.586575,0.172830
0.380864,0.257124
0.103459,0.587337
0.136718,0.487047
0.140515,0.273664
0.013362,0.445736
0.227580,0.261899
0.464413,0.520826
0.703087,0.309062
0.458175,0.271081
0.051114,0.428094
0.637661,0.344045
0.183968,0.231231
0.235477,0.643010
0.205731,0.345517
0.359764,0.025584
0.133179,0.318957
0.639744,0.240372
0.156047,0.360722
0.092242,0.152334
0.290987,0.475684
0.287782,0.330884
0.231185,0.668285
0.566815,0.454101
0.171198,0.595249
0.576984,0.196600
0.226075,0.663618
0.571960,0.368255
0.476605,0.320618
0.132206,0.450642
0.261978,0.678951
0.088991,0.206402
0.320566,0.683264
0.487725,0.107388
0.358832,0.608552
0.439973,0.534963
0.689576,0.356634
0.196791,0.149082
0.059278,0.491382
0.288314,0.158031
0.198505,0.408048
0.365792,0.125565
0.556059,0.416070
0.455495,0.627498
0.004338,0.355351
0.536335,0.060635
0.547752,0.429195
0.582026,0.180469
0.486857,0.266261
0.376208,0.041522
0.252064,0.592537
0.277472,0.310588
0.340437,0.392736
0.228832,0.062308
0.652133,0.522363
0.240524,0.250572
0.279423,0.025976
0.590909,0.123267
0.145757,0.284200
0.379692,0.075054
0.411594,0.184487
0.479471,0.326907
0.378745,0.387504
0.663142,0.405678
0.540577,0.116778
0.536739,0.183487
0.256844,0.501705
0.384062,0.503228
0.160982,0.579008
0.641456,0.393522
0.448720,0.143573
0.568516,0.475327
0.341084,0.672201
0.570549,0.637079
0.400939,0.444553
0.345807,0.209500
0.246823,0.523524
0.189168,0.131365
0.112890,0.498950
0.117108,0.267271
0.301964,0.639737
0.636496,0.332235
0.081536,0.196695
0.204667,0.151354
0.426198,0.444353
0.036037,0.460429
0.344743,0.166614
0.353361,0.416992
0.287607,0.228381
0.506724,0.255238
0.288068,0.659816
0.351178,0.259940
0.564435,0.626330
0.580307,0.381119
0.526805,0.540784
0.359900,0.472382
0.403154,0.566376
0.137710,0.607831
0.658907,0.407562
0.140733,0.573905
0.343521,0.123661
0.571660,0.106166
0.087928,0.135974
0.266349,0.125531
0.572064,0.401644
0.623418,0.193377
0.440944,0.372768
0.062852,0.278011
0.172598,0.052704
0.424079,0.368655
0.450760,0.016318
0.567740,0.208895
0.261063,0.305606
0.086567,0.323816
0.396976,0.498761
0.566582,0.173183
0.602997,0.220186
0.379742,0.346982
0.468444,0.187996
0.158069,0.648917
0.433841,0.027067
0.404991,0.161440
0.434188,0.669525
0.451268,0.554738
0.164797,0.357853
0.478860,0.358603
0.543039,0.459797
0.038736,0.401594
0.312444,0.481398
0.258694,0.520487
0.502422,0.328583
0.148082,0.215860
0.530857,0.645001
0.235600,0.521952
0.216955,0.540037
0.213896,0.064376
0.475540,0.214345
0.393592,0.342816
0.319848,0.302748
0.602622,0.305006
0.394089,0.050432
0.385749,0.310638
0.093852,0.426250
0.416100,0.550725
0.273791,0.698719
0.638915,0.201709
0.281458,0.462230
0.616575,0.130426
0.504491,0.053863
0.440044,0.492014
0.417529,0.505654
0.461712,0.312828
0.401057,0.094256
0.331582,0.097174
0.511444,0.408169
0.361405,0.595442
0.506134,0.553659
0.596187,0.290327
0.337114,0.148579
0.663445,0.425679
0.507832,0.276310
0.178731,0.638629
0.429746,0.201769
0.070130,0.169649
0.655266,0.459200
0.354112,0.069456
0.221493,0.403967
0.360479,0.470546
0.357345,0.612780
0.263735,0.378900
0.534627,0.080296
0.599710,0.242934
0.621996,0.320246
0.324733,0.359982
0.582030,0.102856
0.394711,0.249757
0.561008,0.551489
0.394242,0.004756
0.302843,0.594048
0.594861,0.347140
0.505984,0.283190
0.020832,0.333661
0.247174,0.584990
0.311901,0.626916
0.570506,0.141211
0.006687,0.323488
0.206221,0.373304
0.617615,0.152719
0.293681,0.473808
0.083101,0.554387
0.646701,0.230251
0.229190,0.648567
0.343642,0.283123
0.402125,0.470435
0.468730,0.301122
0.453662,0.540180
0.395372,0.410996
0.226654,0.444321
0.358928,0.155302
0.106579,0.555302
0.241231,0.654938
0.533891,0.456202
0.501575,0.533358
0.457942,0.413440
0.380496,0.214073
0.396258,0.170358
0.624172,0.449552
0.313949,0.063243
0.128671,0.515366
0.509136,0.153457
0.143845,0.502041
0.624822,0.472243
0.307638,0.195439
0.493789,0.154727
0.234832,0.273353
0.608779,0.417781
0.034164,0.291817
0.472685,0.541795
0.450864,0.474973
0.246332,0.189887
0.613992,0.233576
0.049240,0.244623
0.042602,0.210535
0.481208,0.431607
0.297351,0.638726
0.178846,0.304234
0.426605,0.056714
0.393113,0.410392
0.260904,0.587584
0.155436,0.450017
0.395600,0.382684
0.185101,0.199484
0.408814,0.501573
0.074537,0.202694
0.508210,0.443149
0.664207,0.430249
0.125811,0.157872
0.366068,0.405893
0.337074,0.194108
0.036970,0.298470
0.302521,0.377295
0.681029,0.366343
0.530429,0.394212
0.489572,0.562063
0.139750,0.164146
0.600885,0.322712
0.502522,0.637643
0.331822,0.533390
0.130243,0.383181
0.128325,0.440258
0.189595,0.322773
0.360029,0.366661
0.167798,0.325278
0.294103,0.079259
0.208881,0.190925
0.309789,0.164598
0.178546,0.471675
0.169265,0.590564
0.242025,0.068551
0.562845,0.410888
0.526005,0.213147
0.584213,0.572901
0.165012,0.319099
0.249052,0.504989
0.469698,0.629106
0.441355,0.675174
0.116258,0.296830
0.296436,0.360089
0.576530,0.231890
0.393546,0.102730
0.513763,0.224057
0.363670,0.272678
0.254515,0.393343
0.545833,0.598304
0.083115,0.578125
0.240850,0.234877
0.480954,0.102949
0.431579,0.248970
0.218535,0.103055
0.610344,0.476581
0.135197,0.478639
0.559247,0.209641
0.099918,0.336898
0.581708,0.498007
0.181401,0.273504
0.155728,0.177530
0.468669,0.162549
0.131045,0.326393
0.440977,0.398646
0.463141,0.615002
0.200294,0.409187
0.568441,0.276933
0.250967,0.688517
0.653590,0.435941
0.284989,0.127524
0.360283,0.546062
0.117039,0.114270
0.569695,0.488709
0.264762,0.339217
0.136374,0.591568
0.359075,0.622571
0.492803,0.045263
0.053073,0.440240
0.067004,0.382930
0.038986,0.229723
0.064246,0.536860
0.206069,0.266859
0.336649,0.328297
0.383734,0.194607
0.153715,0.528691
0.386989,0.241945
0.216814,0.579426
0.639680,0.376899
0.594836,0.242536
0.392120,0.060408
0.579932,0.198020
0.479042,0.201386
0.274164,0.490535
0.310608,0.115969
0.252314,0.675457
0.071613,0.411585
0.329935,0.578611
0.462627,0.674570
0.461194,0.072271
0.583605,0.447326
0.374994,0.501516
0.327523,0.056342
0.276996,0.670504
0.679332,0.440776
0.324247,0.653931
0.249586,0.104599
0.225758,0.475598
0.037321,0.291992
0.233835,0.604625
0.464964,0.486840
0.355620,0.235828
0.707414,0.362873
0.217155,0.445861
0.487007,0.341122
0.413113,0.679895
0.697809,0.310445
0.237519,0.417685
0.370852,0.269441
0.584366,0.101770
0.157118,0.391582
0.617044,0.137445
0.555963,0.434297
0.538865,0.172703
0.302661,0.150473
0.289011,0.334647
0.175615,0.424013
0.290358,0.555063
0.318258,0.532490
0.091627,0.367579
0.375515,0.693959
0.635456,0.443942
0.554498,0.111485
0.585020,0.183700
0.495815,0.383427
0.292052,0.095800
0.569859,0.422366
0.501814,0.078661
0.066190,0.525911
0.261008,0.081886
0.200918,0.232528
0.573593,0.199582
0.690606,0.328115
0.263340,0.217839
0.646926,0.279917
0.688576,0.330548
0.611058,0.598000
0.227861,0.482663
0.581011,0.497328
0.244688,0.262256
0.147245,0.104134
0.496011,0.368119
0.512720,0.053919
0.084884,0.389591
0.517504,0.566744
0.487010,0.454744
0.631226,0.380025
0.568441,0.251885
0.150854,0.236245
0.390380,0.148880
0.350563,0.209162
0.211446,0.080465
0.158023,0.287336
0.490251,0.413908
0.175900,0.178498
0.538404,0.409323
0.226507,0.053180
0.332740,0.151655
0.390673,0.245894
0.634602,0.532065
0.439297,0.513801
0.542124,0.157335
0.071609,0.443467
0.161967,0.484610
0.327609,0.512958
0.688933,0.336852
0.544461,0.263835
0.232702,0.031036
0.630361,0.491982
0.639741,0.176665
0.214054,0.269954
0.384277,0.527677
0.029911,0.393908
0.064321,0.155224
0.631669,0.568481
0.383769,0.171218
0.592410,0.437939
0.369973,0.665798
0.682823,0.313814
0.173539,0.629639
0.369934,0.040483
0.198260,0.397174
0.539648,0.325832
0.469584,0.590493
0.594321,0.142028
0.304426,0.356463
0.883531,0.469817
0.896241,0.558418
0.908015,0.484850
0.991060,0.483088
0.934053,0.535113
0.958143,0.464693
0.879422,0.509871
0.927006,0.474862
0.940888,0.445107
0.868884,0.510507
0.872014,0.496438
0.933581,0.443142
0.918516,0.474569
0.898110,0.466150
0.930662,0.514755
0.872736,0.516474
0.976342,0.530024
0.937672,0.430442
0.980179,0.452364
0.964218,0.453729
0.947038,0.533165
0.919917,0.445832
0.944161,0.538182
0.949893,0.518339
0.880772,0.450067
0.932148,0.532050
0.912342,0.459136
0.976477,0.482595
0.867805,0.529513
0.912345,0.496481
0.929618,0.548298
0.920842,0.518897
0.871979,0.515541
0.976913,0.546808
0.898996,0.499690
0.968477,0.445318
0.954624,0.438593
0.898563,0.459440
0.900118,0.453154
0.882802,0.473547
0.888498,0.555702
0.953359,0.562478
0.971253,0.474526
0.899996,0.465850
0.868127,0.470814
0.978993,0.483256
0.920392,0.568020
0.925570,0.448223
0.902601,0.534970
0.939277,0.532136
0.946730,0.536192
0.875555,0.481076
0.921275,0.560512
0.888287,0.466361
0.904495,0.494841
0.906582,0.437349
0.976853,0.462073
0.974737,0.461870
0.970821,0.491314
0.990113,0.469427
0.874080,0.501391
0.901401,0.522170
0.923076,0.434383
0.894236,0.518393
0.950840,0.504896
0.927113,0.465214
0.869806,0.517553
0.985907,0.533369
0.859973,0.497475
0.894079,0.531068
0.917334,0.437542
0.932452,0.559437
0.879661,0.497825
0.902530,0.466086
0.955006,0.466812
0.936254,0.522252
0.941757,0.507434
0.910955,0.516256
0.888005,0.481452
0.911574,0.508230
0.912838,0.494737
0.934335,0.508966
0.976031,0.460237
0.935017,0.447941
0.877138,0.469334
0.864918,0.523110
0.983863,0.516260
0.949203,0.556946
0.879525,0.524271
0.911892,0.521652
0.890066,0.557035
0.874283,0.543957
0.869356,0.512204
0.887951,0.541005
0.953737,0.479425
0.935600,0.485250
0.897606,0.449556
0.979926,0.498729
0.883492,0.450896
0.962106,0.547319
0.933913,0.497810
0.961781,0.557846
0.890520,0.531686
0.935825,0.512375
0.916272,0.500226
0.935042,0.463034
0.879850,0.482366
0.946981,0.488655
0.993139,0.528831
0.941814,0.500226
0.869031,0.485304
0.939162,0.451664
0.937647,0.539815
0.870317,0.516606
0.964743,0.501909
0.938591,0.489752
0.968077,0.452450
0.885242,0.482356
0.964461,0.502184
0.933038,0.473340
0.892292,0.461473
0.906978,0.436860
0.887633,0.518665
0.941589,0.473547
0.931201,0.460783
0.870163,0.467855
0.909415,0.441369
0.897091,0.506497
0.939127,0.432243
0.922318,0.485232
0.911917,0.442384
0.922340,0.508177
0.960952,0.541831
0.884542,0.466511
0.873919,0.493161
0.915797,0.494301
0.927246,0.548759
0.896787,0.500201
0.922704,0.507509
0.970653,0.465614
0.869735,0.530274
0.896759,0.472232
0.965568,0.470914
0.949057,0.459204
0.887308,0.494287
0.942178,0.545858
0.932841,0.547469
0.880486,0.471221
0.941821,0.435209
0.895841,0.516728
0.895244,0.465943
0.894143,0.487587
0.945884,0.459007
0.992203,0.468952
0.932159,0.491900
0.956389,0.515195
0.939584,0.545325
0.867709,0.523506
0.984803,0.538940
0.906164,0.552179
0.945837,0.518089
0.943572,0.454369
0.886861,0.540337
0.955789,0.459261
0.901025,0.455245
0.968538,0.459593
0.974970,0.446897
0.938144,0.563567
0.901479,0.458364
0.908440,0.522284
0.997727,0.514287
0.925788,0.445775
0.943282,0.518707
0.898492,0.561030
0.917948,0.570643
0.952430,0.489056
0.955992,0.509795
0.919345,0.548202
0.936625,0.542699
0.894225,0.483821
0.933388,0.481505
0.913785,0.498068
0.993032,0.526390
0.904795,0.449852
0.940220,0.464632
0.937083,0.539594
0.897995,0.439229
0.964786,0.440708
0.971232,0.506301
0.972936,0.544943
0.951540,0.562971
0.965329,0.473865
0.909737,0.498732
0.977943,0.477382
0.979397,0.513069
0.924112,0.540509
0.880304,0.508102
0.955892,0.555145
0.980197,0.519726
0.902540,0.492218
0.886300,0.478103
0.866061,0.499343
0.916644,0.539261
0.995587,0.512283
0.941478,0.471253
0.917394,0.434730
0.883531,0.553201
0.941514,0.450574
0.955767,0.516724
0.933402,0.564239
0.877067,0.475738
0.939752,0.558122
0.973640,0.482870
0.888880,0.488770
0.896155,0.534316
0.914193,0.486940
0.935135,0.455330
0.896941,0.509277
0.892693,0.523314
0.902791,0.498457
0.887183,0.497653
0.914421,0.474187
0.902508,0.521509
0.931312,0.473154
0.977064,0.454866
0.889269,0.506998
0.990606,0.475598
0.952051,0.450806
0.937808,0.456717
0.904895,0.438614
0.946680,0.474151
0.904395,0.550500
0.930086,0.473194
0.937276,0.570024
0.908858,0.516746
0.921021,0.553991
0.969888,0.483949
0.954388,0.563414
0.883863,0.493008
0.946641,0.516249
0.930415,0.549117
0.964253,0.526583
0.953720,0.535288
0.960355,0.534016
0.975924,0.543960
0.919735,0.483821
0.860912,0.509645
0.926781,0.474501
0.906432,0.481144
0.891731,0.448484
0.980890,0.455795
0.902522,0.442759
0.929775,0.568513
0.914057,0.527880
0.897667,0.509131
0.985661,0.488298
0.981859,0.512315
0.938873,0.454394
0.900089,0.438028
0.907107,0.515266
0.862195,0.508838
0.919363,0.512290
0.907661,0.524071
0.869695,0.539940
0.954956,0.509206
0.910334,0.551271
0.934628,0.562345
0.970374,0.543871
0.869585,0.498625
0.891939,0.546162
0.969528,0.482202
0.933020,0.511789
0.928689,0.525497
0.936779,0.536203
0.905538,0.480994
0.908258,0.453322
0.991314,0.513240
0.892832,0.480269
0.870696,0.468931
0.908347,0.432036
0.898788,0.539872
0.979075,0.491629
0.911892,0.499883
0.918148,0.493544
0.879600,0.516138
0.874130,0.532376
0.890306,0.526462
0.930172,0.562306
0.907489,0.455087
0.906900,0.509474
0.983317,0.541438
0.998699,0.491739
0.964857,0.496388
0.886018,0.465682
0.900907,0.479833
0.873444,0.510399
0.994476,0.475723
0.946284,0.454648
0.949110,0.506812
0.911170,0.448712
0.935446,0.552637
0.910516,0.446722
0.991828,0.499776
0.973187,0.465125
0.892571,0.534684
0.898470,0.487380
0.869456,0.517843
0.969249,0.466222
0.978425,0.471896
0.910709,0.515216
0.966498,0.462738
0.959269,0.470417
0.985403,0.471207
0.982756,0.525311
0.912127,0.566197
0.969435,0.450328
0.923090,0.542385
0.927335,0.496989
0.974516,0.458421
0.891717,0.467551
0.870410,0.505536
0.876263,0.540766
0.944551,0.441476
0.944369,0.474069
0.892943,0.545433
0.960237,0.504611
0.900868,0.496231
0.940331,0.489202
0.946026,0.536224
0.975402,0.459672
0.993004,0.496910
0.862224,0.501620
0.892700,0.533433
0.886400,0.457260
0.955442,0.482960
0.893700,0.494037
0.919853,0.547119
0.994469,0.503256
0.923294,0.497467
0.946963,0.495563
0.947141,0.519969
0.987808,0.472482
0.979636,0.522345
0.956249,0.502295
0.904152,0.447637
0.943757,0.559083
0.880254,0.236786
0.925348,0.224091
0.905853,0.247474
0.982627,0.197513
0.901333,0.186561
0.966808,0.172509
0.912670,0.281027
0.949453,0.178473
0.923437,0.208485
0.913278,0.283217
0.917473,0.184648
0.963489,0.196287
0.955756,0.274521
0.904977,0.192597
0.980161,0.167773
0.972157,0.242011
0.876174,0.189172
0.909126,0.264855
0.896680,0.163003
0.993815,0.214012
0.945219,0.198051
0.905892,0.185697
0.875098,0.240223
0.940838,0.272322
0.957289,0.259396
0.991428,0.237289
0.913607,0.240885
0.928857,0.190376
0.913503,0.179864
0.917309,0.279140
0.902076,0.239589
0.956653,0.162763
0.976113,0.203778
0.945451,0.212840
0.982277,0.226331
0.972450,0.165125
0.870171,0.190171
0.937851,0.223721
0.903101,0.263984
0.957293,0.258799
0.874744,0.208624
0.918098,0.183210
0.968602,0.210363
0.958397,0.176940
0.892260,0.180258
0.870167,0.184180
0.985671,0.199885
0.879079,0.259414
0.883048,0.189583
