bidder_id,prediction
58628be222365dad6134e9977dc32e35g1l95,0.0
443b175d50fcd7d395d4a754c78f4dd5powgs,0.0
00862324eb508ca5202b6d4e5f1a80fc3t3lp,0.0266666666667
e83ecff8e12a3604520170cdcc5041befh9md,0.0
15ea91cdbd7e1976bf1cad5f36e01c59zy51b,0.0
9be68b136f189f32a76dc7cd6d7f9f76o3ipf,0.0
e7e6ab1c2263040794ddc4699a9ad82djttwj,0.0
cc7cad1648183458e45c61cdb9c251f4clmdg,0.0133333333333
e3235425776ba4746c90154d7ba9b174z4y4g,0.425
cf0ceb07591031d411cf2c97ca03e81078v4n,0.00166666666667
ab536d878cbf7fd8347859dcec97ca2a9oz07,0.0566666666667
7f777f7a6d0d09449bed193eea87bd9akbft0,0.03
1d70ca61178550b744c521a7ca02ec57wijlz,0.0
6f74c106adbaff1944e36d6937f03fb6lw897,0.0
74048a4d4691a3068889312ab3428bb1ufw9p,0.0
c112f377dc3ac3b3212b4afa6432464brfgmz,0.0
5cf85fe5133901ad1ed5db4bfce2198b8wycu,0.0
ae51dd113627d56a20e64ae5d5f2bcc43sr2j,0.516666666667
2be74cad3b8ac977eb10599527e62963qnifu,0.00333333333333
df52f076da236c8caeda4db4a0b0e678113sa,0.0
7ce866d485d2a71ad541ac0175c1bc59ddjxr,0.0
bfba91e586b1c37429d1e40ffb5febfagbbxn,0.075
3f38a7b6254fa57d4af0167c4ad20c37i4ktw,0.0
0f935208860a0d3378475d4a7728ab9bimb3m,0.0216666666667
73298fe4f3e5acf3c4cca575fb2284c8bar2j,0.0
0903c5009f3a06db04d5e40a83e04480ukuvm,0.0
8d4cc3988c9cb3b902c07cdd1a68fd4f36cit,0.0
bbcecd70e1143854f5af61e86e87a87ewrsd2,0.0
e9952cb2ec9b57be843aa1ce105031496rqox,0.39
d88f8b2015441d1ca588f5bc850629040hdtv,0.0
700966013ae97127a88ddd166e4c11fb383s0,0.04
a4db6d34da5d8c997630d69dca9f5d98e5zj6,0.0
6ad24c67fe5984a367f31718a1b4c1d9g4wyu,0.0
a69e11a0c2723bf92ccaef450934063fhrrmw,0.0
9bea831f2bca7a7b2254d1a4c8757550ixvig,0.0
4ff690fa3abf2cf5d5251406119f3d58f0fu0,0.0
b9a73461d3a2318af908030fd5806c02togek,0.0
f00a022053f86097ae2aa8fe34ec72a07vdk7,0.00333333333333
8aa03b16fca81881d63c489b6d887ffax0vxm,0.0816666666667
3a92527f2308e7f746cd6c270be2c2a62nbi2,0.13
802e5f110cb22b03ca16f8c437a9ae59a0j5x,0.308333333333
6ce7a9649fd80e83bc4a0e2764c55746vjsnt,0.00333333333333
c50c611f2dd6b9a084658694edfc62a418fpj,0.0
87b583625d0dd77a85d5ea65cf957c9a6ayfn,0.0
c674b6ef9d94b2521778628306056187rpi8e,0.0
94071c2aeff4e4a15fcca00db16443da9a6jz,0.0
690e426913dfdf53bc22a655ffaa9966q3jnn,0.0
d111885e50808fa5c7db4bbf7df1a0c4qcv2i,0.0
65489e2734f03652a76bf139df96c479lopnf,0.0
7c5143e33d897f896a30a694f7b660f58b4gg,0.0
bb70983ffd1725a4ed06b4a4838a791akwjx2,0.0
321d9b9d0469c3526ed352f27c08dfeb66kdh,0.0
cb3fcce6aa8f1d2137b9d43b2528ae0fyzgai,0.0
1616c2d615b05208b92410575002512c6xyui,0.0
d4ab22e56999e0d580097485cc9b894dws6q8,0.00333333333333
970987b919bb27f09db853fd51f144a0gg5kz,0.0
7688f97ed5b852a09d65bbc9891c8465ordzd,0.0
a4728f7f9218eadfe7bbc30ff4f2cffdjgoac,0.0
800a591995d2bd73a5359307dbaf05aenyi78,0.00166666666667
b52027a7d41c4233fa89459bff644c89asfm5,0.0
15f8cb90717086378428d1e1a3aa8854tjh8l,0.00333333333333
13fc125cbd69f4f9c38cf04646b5bb19scwcv,0.0
bd956a508e05203d9a5bd2442fd4078anwfgi,0.0
660ef3bb857ac076c7487cf06aed7e16x8v7g,0.0
b4a30186761c5ae9f1c35210bd563467tpdu0,0.0
3c465a8c5b93301383617e4c539c850aumt08,0.0
c979898ec4012f0933c38a6bec19c92cvmlq6,0.0
30882c1989326632319db6fdd5e05232146yv,0.0
67fac6c09c166c208eb4c6a2323a3560hgxs0,0.0
dfb1898b34e4fd1a390856352ebcc274py6xn,0.0
228b0968df97b33bac091dd6b31c019dptgyc,0.00166666666667
47460568c86af7e3ef030ab7c892a25b52gnu,0.0216666666667
b81e90d164ad274c54c614a4e800894fg2ipz,0.0
e4a4847014aa0364868dcb46e5462d86w9yp9,0.0
7e309c6a76895cd92f846558500b3fa72ympz,0.0233333333333
2175caf7d9bd531c005b98938c7a5aecfyus2,0.0
ee2730f489122c0a7475e1edd8483256dy8fi,0.0
4312cf198efa6d3e8a56f769891d651ckg9pf,0.00166666666667
626ad149d136dfc750b96b369106e694aaqq8,0.0
4f639fdc5b132d36a4ff03768e93641669he4,0.0
865cb347e52aec144fd5e647f051fc3fedfw3,0.0
e924e65cd736e29a8c71a34ae297581ari8pq,0.0
77ed1e5d3d8fd17c586deea61902ab8d2zu6v,0.23
00a79ebd15f0b24a0a3b5794457cd8ed7dng1,0.765
69ac9cf0b141ede9d55b5589ecf5114egzze5,0.00666666666667
84c3f1ef08df383bdc98f5465e885b6edepz9,0.105
7594ea43870dc459dc7ad232050f9c04dkis0,0.0
05f9e773506d32bb059045cc9bf31b4187sga,0.181666666667
e3f51b95d11dcbd6541898ecc710b3dfu5r0d,0.378333333333
a356163fe7434d47b1c6480c87366394oaibe,0.0
3ed997fc5d1db2931abfa00f1eac5aebtkuds,0.0
f24d8a2739a563c39c6bcf2f3c008945ag9xf,0.0
ca8c4c51ccde4ef83a1141f01cfdc1b7abmle,0.0
0b4f65b31803376d777d1d935a44fcfa6d5ge,0.0
0430923026291636fff20fa1707fd34f0nayx,0.00166666666667
07a5dbfbf2629ef7018abb660fe0e795xmrw3,0.111666666667
3b15a5d456e917f305bfeb2bcbf7a4e6aw0oj,0.0
e21ab1de2eb9cebee269384c1da74d37ocqfs,0.0
8b0d92a053316cc2238c0535b1a13a85ueedh,0.0
993bb095ab4ace770fb6acb9d2a4e4f8owo66,0.0
55a699bd3a83fe99db348c4302ee754ep392w,0.0
efa5e7cf5490eb14b5e0e0e14c8ba45d8h3fx,0.0
7ab1daba19f637252f173b92ca1ea00c9bi5y,0.0
47af7d7f611b9e407fb013e884bfcafe4gvnx,0.0316666666667
ca5f76a93d025c599a289e31c25f69c1uqaft,0.005
3118d0e06686651785636555b615bc342ncdv,0.0
f7e7485e21c4f9321f1072ce137e03d5csup7,0.218333333333
1430c052b75af311ebf5cb2c225a6498egl0k,0.0
fb3620e1a7ecd3d00ad46538ab2f4598whezy,0.408333333333
bc4050f8a2f7c01790b4487ad5f32887jwxyx,0.0
be44fce4054dff79d9df22968d65d614i363b,0.005
f0ec468be9eb013f65c75f89d0824b4b3ha68,0.0716666666667
e45d8e752e28e2fd0abb73d03ca1158f0frpp,0.0
6c2c24c15a67cb3a0908f31315287305842w3,0.0
789bcb9a93537468ca6da612f533d816youlq,0.0
9af487b3cec9e0753c8b2c8af2cc0c82gytsl,0.218333333333
8d67c88c345b56e922327c06c71b7046m6ohz,0.0
78ee279dd252ac2f32a5434fa787011fgw4n8,0.0
6069f6d13a949056298f2fe0147b512e5jhul,0.0
4b24254e994ad8abcc4b5b4020991960q7j30,0.0
c20deef8e0d8898b25631c5959e95b4csuiec,0.431666666667
2498e62082c17d0152363838630a24d9kfsfh,0.0
46edf470086096ad2d5e01cc48554a6cx84xh,0.0
5ac46382975485c34adbbe7f694dad6d7z70o,0.00166666666667
79da812f2eb300456383b66f6ebe19f5eyh39,0.0
56fc4ff64a6bac6a867d27dab1e78a6dv5u55,0.00166666666667
5e92b13b0a962dfac72c1f9762e3ade19lyxv,0.0
2b4bb62db3322de665dbb4d108e046206vhvg,0.0
4650bd2a4b57badaa970e1bbc602da956fgt1,0.00333333333333
256e0d7bea303bf7444e736c53609e53id1w8,0.00333333333333
927ad8028866e12966cadac456ef74fbuq79b,0.746666666667
4d78af325faf00ce6675d2cdb324051063qa0,0.01
29c103503e1d6ace5626fb07a5ab0dafrtjvs,0.0616666666667
83a1a52ed06d7e32719689ec951985fag7kde,0.0
99cbd47afadcce560028afeb305e87da75w3y,0.0
cb3314eb25be845fa412f1d2c2934841jmaqj,0.0
a58e9f80b5ec4c1a51e765e9cfebf93de8y1d,0.0
c52e1801108701e8954d2867c9cfeeafayp8d,0.0
4e62891c902c1f1898f0b5922fb340e0h400j,0.0
b7c4f67613c2af7e544f01359d4fccc7l5f7y,0.25
c562abdfb5fd28fadf411f545cdd44b69wtxy,0.108333333333
ad69c8ef95b0ca2ad4ab8f9135001030xswpf,0.0
9843745530e0a70f83db6023718a47450qaw8,0.0
7d0f7d3602118db86f8b79910ebb239bh16yb,0.00333333333333
1195e06969201e2f09babe3ed8235747ea153,0.0
717d6b636ec975430749a331ebb91f557r5xx,0.0
81328ee531ef388926c7b8e5acab22d3fldlx,0.00166666666667
c8f8edb324a7fed3fc690fd0e334bcb1d8yq1,0.0
e2f091617f5dadd027282936254a9d58re0sn,0.155
b22726dcf17e400c21bf59505d25bb4491b5e,0.0
9bf5cb1b0599f9e2e2963d2ef758d4315hypb,0.0
751d3da6ab696850bc1922a6db39912dgr1iy,0.0
b7d55a6e333279ab388147c289a71fc9b50o9,0.005
fbb0e610cfcf0ddf82398745d0099a3drlyd5,0.0
8c2ae8faeaa2dc6d259433b722ced26895g5b,0.0
fecea7c93f6fc416ab1165267723b0bewb7le,0.0
b094531590263ea270de70d5b80f6fae40iqy,0.161666666667
7d50285c14bc21ae432ad8ea0b218ae7gpvjg,0.0
fc8ad54f05cdb8956e313da177e31143vybke,0.0
00dd948c3a88f7b68f1952dbeeac68ffb6qoc,0.0
e71f23df8afda17a79fca6b0b0a08db2npata,0.0
0d35fb37f30ac79253064edf16935b1bi6xrp,0.0
b76ae85f1af72f5b3fe24f6b63adb7939blwv,0.06
557a115a80bbc39438b66869fb08e2dbn0n83,0.0
40cb94d6cde2cfc6c0c47e5b508970f8a2pax,0.0
292ce9794631e698984573da5826309e8vjpt,0.0
b8f907c27d6505238a4a98bd5088ac30npcjn,0.0
fa9942d2eea61483c7cf6fd70c73499aet5hj,0.05
419c7f56b6f84f239dc99fa530b9016fyvlev,0.0616666666667
215c57149b0f163e516a5a698994f26bcp2ob,0.005
8ec7ed06cf55505b85a4cb67d53abbdeedpsh,0.00166666666667
5883a3d09cc2c6dfa69a9005f7c928fdnecq7,0.0
caf47c9fdc63c5ce2aa699175ce7734dpu2di,0.0
661569e79532c77348185d4d0568586e0ptef,0.0
456e14a42046506ee7f195be6214e1bexiepi,0.00833333333333
254eedf1db6f0f577dfea64a401a3762ts9az,0.0
2a434a2664248cee9f612bf78bc89c4ai9b5f,0.0
d3b8f01cb34db8b0d2e42f83395c66ectku9h,0.0
b0c9c42b7700b019d3cc13e4026effe590osl,0.0
337f4ff4946d4de1cf4ae216c1ff5c88e7oms,0.0
c1e8091db6fd2c7977b15830e0efc4012zjt0,0.118333333333
52282d2cf41e5d692194788bbdcacb47ria0c,0.0
e073cd48ba0f6f9b7d6a983cb260f8f3miffj,0.551666666667
9a14697a537697a028ee67599fda03053txvm,0.00333333333333
3f480fa1d70f969d5a989ed130386e9fzsi5p,0.0
50dba3cc5fae1d2efbc45e94644ba2c2oou37,0.0
94a903391732de504121baefa1eee0a4kswwu,0.0216666666667
5ba001c8d950b2b21c465f1fc5e40630qy65o,0.0
9deb68aca34b4d8d0a5ea874176240ffw32tk,0.0
0053b78cde37c4384a20d2da9aa4272aym4pb,0.565
9c75e6b06785765583fed584da59ce01idbwv,0.0
25dd8bf958435ba4724b9b1db2aebbdbbgg0d,0.0
9777885ebedaf1d66fe1ede53df38f7bitp0u,0.873333333333
fc4cb5c8e2c3d0ccf9e75fb1119d8e9ay651e,0.0
4747b49d07d59c361f99e6c4176aa9cdem69b,0.17
617363a7cb116b7b68712fd12150d73bhimzp,0.0816666666667
139f2fbd02e92211aeb48b5882525db2t3hyw,0.0
bcfcc4e955c2b46ef1f0dda04e762b9f6js3s,0.0
b4259cbae2d1542752b49b96c544be2bxp8u2,0.21
a2135d8630f4d7fb3914c46a049779b0zbssb,0.0
a1986d775f797125b5c7d281d1d0122ayarkz,0.0
59f4bbac9a7af5648a578a3112c3959f972n1,0.0
41bb72125c871cbf586f448287697797w7kkg,0.0
897cbc6102b810eb345abfd308fc45e47tqhz,0.0
880309059993bff2368d1772d6037dd08n73o,0.0
4b571f268b7a1f6f2e836ebd48c37563pf6al,0.195
36e4d4a5982b1dfd1f26b66e4259dc5ccu6f9,0.0
6132b19684dfc3e4ea98de4d58f5a7aemfyco,0.005
601fffaf4ead097c9dc9c40a2eecb505lcs19,0.0
9151c706fdf3f3fcb069c767d8d7cba6ipb97,0.36
f5507ac98c9e1c198e3eb9259ba24859khexf,0.00333333333333
a8217f09ac37688d06a46dde0a443564dn51e,0.0
142964bd1b4c99db5defa3bd34882d005uth8,0.0
d11fd809820372a5566f76da8a0a66233pl27,0.0
cb27cddd3c600b476c5fb94b9c80e2e2ew4nn,0.0
52e8b7f187982d6301473be3ddc3420dzm9nq,0.0
d7fff3078306c1de1aaaefd6988d9dd81wc1z,0.211666666667
64c322c9bb58c8d9fd2aeda6216819baz0u3u,0.0
07201f701766a7ea89b36b4e7b984beap4zdc,0.728333333333
2a5a0d63abcf1821754c49370904dbd54awcy,0.0
0c54bc9e5b878d32ae5cc028f52679b21l7mo,0.0
a95d53ba0bfd8fa575eca46f45bbedebnw4gq,0.0
bfe01d72033be2473ab0eda222e5cb5ebu0za,0.0
93cf2aca69e64bd6ce230791de924cae1td6l,0.101666666667
1447d61cd6bad9af9a6c78b7f7c2a71brriie,0.0
532911e6adfe4860a00bf040e8faa6f1o380t,0.0
8ccd136adb81eba53203281dfeabb425k1dhw,0.04
868af38e68b1c5b1516f46f9705af7cdo6l9n,0.0
b099ba75d90d7bd2d0ec500a4d9d943d11i5i,0.743333333333
fe81addcc3778cce3c4dcd23fd8ce8bfyd9ww,0.0
dfab6846fc194a6dd7d8ab5d44f095ba3sa3v,0.0
b114ef5d3193c2693b4ce41d8014000drhme1,0.113333333333
b2c8f9dd069954bd9f697f7ea05b54bfvzmzy,0.0
15e7539bc675940a3c5c421812c6454etavao,0.0
bd5232cb6351fb821a3c942a604a2e42zj734,0.0
cc65130d5d622c26f65fb52e54a8f3fdghwu6,0.0
5dc87ad1207d7aba29ba2f9a5a5a82barjjzx,0.0
a89dab37d70221a05ce82b835eb60eefeoar1,0.0
05606b484938640c4309fd9d286fea3fifen9,0.0
5b18da77c00230f5a45e544a1a8a38624cf4p,0.246666666667
aef31fb91f4a941a59a0774ec101add6ydtud,0.00333333333333
d07e0747e92d2708702cde5850d72c29oqf77,0.0
512518360ba51161fe98ae625acfa234gq7kt,0.0
77689a020918163170b6443a409bee92wi69o,0.0
e21136e83580fb78d447890ddf63faefo217l,0.0
43c302842dfe43def4795baee4501b10abgxe,0.0
7453dea80ee12acb02bca6f52ee9968953a04,0.0
9d294227f45e277323239522bea7ef47i917d,0.0
14053a8310d83ec1dbc41690da8b40dbzqkv3,0.0
babff37314add9b6d292c9576dfa462512gsa,0.00666666666667
f7e6453fde8d5781cc40f7f25f200ea8yo49z,0.0966666666667
22f8de45488b08fed772725d9a76c536dilqu,0.0
62bc88af59d7140f8046e86d2aa8aa767qabf,0.48
