@RELATION data

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE attribute_1 REAL

@DATA
8.263290,5.402070
18.307400,4.858510
4.497960,13.122500
12.044400,9.005410
13.877400,11.588000
6.584950,5.725850
4.126170,17.489201
7.980800,17.493601
10.618600,16.171101
10.055900,20.172199
7.804970,11.079300
7.017870,16.709700
16.869400,7.351680
9.962740,21.487499
7.596540,17.231199
4.171660,10.154800
6.514230,18.336901
9.223430,5.071380
15.494900,17.402000
15.174600,17.040701
7.605650,20.134399
11.879700,17.120800
21.124300,10.567300
6.953020,12.935100
3.988120,12.079100
12.521900,13.267700
17.303499,20.285999
8.829580,11.673800
2.750510,13.187000
5.203050,9.458510
18.387199,10.121100
3.416440,9.020980
13.645200,6.084420
11.209800,12.107500
10.108300,3.354540
17.674101,19.412001
8.633280,7.284710
18.747101,16.834801
6.231930,7.575990
13.999800,20.906500
15.563100,14.152500
14.030500,3.435420
10.210800,9.697530
3.054730,10.012700
19.325500,9.761270
16.754400,7.738430
5.941700,9.021660
18.216801,17.653400
20.408600,12.908500
17.941299,12.805700
2.493440,13.810200
15.625500,3.082240
15.043900,13.477700
12.271800,21.337799
6.555610,4.632840
20.798300,8.169230
15.405000,11.388400
15.460400,10.126300
10.798400,8.678100
5.187190,19.240499
11.020100,14.062400
11.412400,18.757500
6.522740,4.824460
10.782200,4.279800
18.441099,17.469101
11.547000,15.087000
11.948400,6.289650
10.254700,17.090900
18.528299,6.981570
9.355970,14.963300
16.665701,16.906099
16.139500,5.558180
4.499590,12.904900
12.938800,6.838670
11.381200,11.952800
8.948570,18.538601
6.005490,5.783810
10.010000,3.696690
18.418501,6.843170
12.661500,9.202130
4.898040,18.443100
5.828830,15.636500
5.935090,9.664990
2.376600,14.480400
8.371700,9.335760
14.999700,16.581800
21.679199,10.655600
14.825100,9.592700
3.433110,13.986700
19.848200,11.634600
7.151170,8.477510
8.592690,20.001101
7.760240,11.675800
12.071000,2.722520
5.729790,10.932500
19.906500,8.733330
6.369760,12.101300
4.584120,6.269600
10.146200,15.318500
10.056500,11.266300
8.472590,20.708401
17.865499,14.714500
6.793800,18.664499
18.150101,7.508360
8.329560,20.577801
18.009501,12.312100
15.340900,10.979000
5.702560,14.617700
9.334360,21.006901
4.493160,7.782670
10.974000,21.127600
15.652100,5.011800
12.044900,19.036800
14.315700,16.977400
21.301100,11.986900
7.510040,6.178580
3.661610,15.757800
10.071400,6.429010
7.558000,13.425700
12.239700,5.520470
17.564501,13.650200
14.750100,19.566999
2.124060,11.951000
17.012501,3.703410
17.332001,14.017500
18.291201,7.056940
15.627800,9.457820
12.531200,3.168550
9.056900,18.588600
9.767960,10.698300
11.530100,12.997200
8.406740,3.750230
20.253201,16.624800
8.733940,9.018770
9.822560,2.733490
18.539801,5.456150
6.081810,9.959850
12.628700,4.106920
13.521500,7.169400
15.421100,11.155000
12.602200,12.850800
20.561300,13.359400
17.131201,5.274560
17.023800,7.141410
9.190660,16.046700
12.751000,16.089300
6.507880,18.209999
19.954399,13.019200
14.560500,6.024420
17.913099,15.308500
11.548200,20.818001
17.969999,19.835100
13.223300,14.447300
11.680400,7.869380
8.910230,16.657301
7.296700,5.682780
5.161980,15.969600
5.280040,9.486090
10.453400,19.909500
19.815599,11.304100
4.284500,7.511030
7.730460,6.242180
13.930200,14.441700
3.011170,14.891600
11.650600,6.669220
11.891800,13.676000
10.051600,8.397750
16.183800,9.149360
10.064500,20.471399
11.830700,9.280930
17.798901,19.534300
18.243099,12.672100
16.745800,17.140301
12.074800,15.226100
13.285300,17.856501
5.856590,19.016600
20.442801,13.412100
5.941210,18.067200
11.616400,5.467180
18.001101,4.977580
4.463400,5.811760
9.456680,5.519510
18.012400,13.246500
19.449600,7.418180
14.342900,12.438400
3.761610,9.786640
6.832960,3.481470
13.870900,12.323300
14.617600,2.463200
17.891399,7.852450
9.308740,10.558900
4.425310,11.068500
13.112400,15.964300
17.858999,6.853040
18.878099,8.168420
12.630100,11.716800
15.112500,7.267590
6.426350,20.166401
14.144100,2.764010
13.336700,6.524420
14.153800,20.743099
14.631800,17.530800
6.614660,12.021000
15.404000,12.042000
17.200100,14.873900
3.086710,13.245100
10.746700,15.478400
9.242450,16.572300
16.063400,11.201900
6.146870,8.047360
16.859200,20.056801
8.596150,16.613300
8.074350,17.119400
7.988720,3.808090
15.311100,8.004950
13.017700,11.600200
10.953900,10.478900
18.867599,10.542100
13.031600,3.417880
12.798200,10.699700
4.629200,13.935100
13.647600,17.418501
9.664950,21.560101
19.883301,7.651340
9.879510,14.942000
19.258101,5.656500
16.121300,3.513910
14.317700,15.775500
13.687600,16.157200
14.924100,10.761000
13.226600,4.644280
11.282300,4.725950
16.315901,13.429100
12.116900,18.669901
16.167299,17.500601
18.687500,10.131300
11.437100,6.164510
20.569799,13.919100
16.214800,9.739050
7.004600,19.878500
14.029500,7.653020
3.965300,6.754150
20.340900,14.857200
11.912800,3.950260
8.201330,13.311500
12.091000,15.174700
12.003300,19.155100
9.383530,12.610000
16.964701,4.253630
18.786100,8.805020
19.409800,10.968600
11.090600,12.080600
18.291300,4.884950
13.049000,8.995960
17.702999,17.439899
13.035900,2.139650
10.478000,18.630899
18.650400,11.721200
16.163099,9.931580
2.585660,11.344000
8.920040,18.377399
10.731500,19.550699
17.968800,5.958330
2.189790,11.059300
7.773950,12.453400
19.287201,6.280360
10.221600,15.266000
4.328320,17.521000
20.101200,8.450090
8.416740,20.156601
11.619800,9.929710
13.256500,15.171600
15.120500,10.433400
14.698800,17.123400
13.067500,13.508200
8.345790,14.440800
12.047600,6.352650
4.985360,17.546600
8.753720,20.334900
16.944099,14.773300
16.039700,16.932501
14.818600,13.576600
12.651200,7.997340
13.092300,6.774000
19.470699,14.587200
10.788800,3.776390
5.603620,16.429001
16.251301,6.301010
6.028280,16.056101
19.488899,15.222200
10.612200,7.475880
15.821800,6.336570
8.574640,9.656290
19.039900,13.698100
2.958750,10.173000
15.231200,17.168600
14.620500,15.298600
8.896480,7.320510
19.185801,8.543130
3.380670,8.852280
3.194910,7.898330
15.469700,14.085000
10.324300,19.881201
7.007830,10.520500
13.941600,3.593680
13.004300,13.491300
9.304300,18.450001
6.352670,14.600200
13.073900,12.715900
7.182870,7.589070
13.443700,16.042999
4.088640,7.678920
16.225401,14.408000
20.591101,14.047000
5.523580,6.424570
12.247400,13.365400
11.436000,7.438630
3.037290,10.359200
10.469000,12.565100
21.061899,12.258600
16.847200,13.038500
15.703800,17.735800
5.913680,6.600140
18.819000,11.037600
16.066200,19.850901
11.289000,16.933399
5.647630,12.729800
5.593950,14.327100
7.308660,11.039300
12.078400,12.267500
6.698650,11.109400
10.233400,4.224610
7.848370,7.349550
10.672400,6.612790
6.999440,15.206300
6.739700,18.533400
8.775960,3.924950
17.754400,13.505200
16.723400,7.971430
18.352400,18.039101
6.620670,10.936500
8.972610,16.138599
15.147600,19.612000
14.354400,20.901199
5.256230,10.313300
10.298700,12.083600
18.137400,8.495960
13.016400,4.881430
16.380800,8.276750
12.180300,9.637410
9.125500,13.014200
17.278299,18.750000
4.328700,18.185301
8.743080,8.579550
15.462600,4.887550
14.080800,8.973950
8.118550,4.890520
19.083700,15.343600
5.786260,15.401200
17.653700,7.873330
4.798940,11.434600
18.282301,15.943200
7.079340,9.660520
6.360860,6.974710
15.118800,6.555460
5.670070,11.140600
14.343800,13.162600
14.964100,19.217300
7.608070,13.457600
17.910999,9.756470
9.026190,21.274599
20.294001,14.206300
9.978330,5.575280
12.085500,17.288000
5.278100,5.204390
17.946100,15.683000
9.412270,11.499500
5.819210,18.561501
12.051700,19.429100
15.794200,3.273220
3.487960,14.326600
3.877810,12.722800
3.093700,8.435300
3.800640,17.030500
7.769690,9.474550
11.424100,11.193900
12.741800,7.452590
6.304520,16.801901
12.832900,8.777340
8.070390,18.221701
19.904699,12.554000
18.649700,8.793870
12.976500,3.697050
18.232599,7.548100
15.409100,7.642300
9.675400,15.734100
10.695300,5.251920
9.063890,20.909100
4.006820,13.524700
11.236200,18.198900
14.949700,20.884300
14.909600,4.029040
18.335400,14.524900
12.497200,16.041401
11.168700,3.583280
9.754640,20.770500
21.014400,14.341600
11.077000,20.306700
8.987550,4.933730
8.320710,15.316100
3.047100,10.177900
8.546740,18.926901
15.015100,15.630700
11.955000,8.606160
21.800301,12.161500
8.079930,14.483900
15.632000,11.552800
13.564000,21.033300
21.531500,10.694300
8.649850,13.695400
12.381300,9.546820
18.356701,4.854560
6.399760,12.964900
19.271200,5.852940
17.561800,14.160300
17.083300,6.839610
10.472900,6.217510
10.090900,11.371600
6.917400,13.872500
10.128600,17.539900
10.909400,16.908199
4.566920,12.293200
12.511800,21.426901
19.786501,14.430200
17.520800,5.126440
18.375000,7.147360
15.878500,12.736700
10.176000,4.687510
17.950701,13.826400
16.046400,4.207860
3.855050,16.724100
9.307220,4.298110
7.625530,8.513820
18.055201,7.591820
21.329901,11.188800
9.372460,8.102730
20.107500,9.839990
21.273100,11.256900
19.103701,18.741501
8.379570,15.513800
18.262800,15.924200
8.850470,9.345740
6.123430,4.920720
15.884000,12.308300
16.351601,3.515460
4.378210,12.909200
16.485500,17.866800
15.632100,14.732500
19.668100,12.641500
17.910999,9.055500
6.224440,8.617830
12.927800,6.172930
11.813500,7.859910
7.920170,4.258350
6.425060,10.047600
15.722800,13.589700
6.925380,7.001790
17.070400,13.461400
8.341670,3.494790
11.314700,6.250600
12.936000,8.887860
19.762600,16.896299
14.296800,16.385201
17.174500,6.409550
4.006700,14.416900
6.535460,15.568300
11.171100,16.361601
21.283100,11.433300
17.239901,9.389940
8.515050,2.875090
19.643900,15.774600
19.906401,6.950480
7.993150,9.561170
12.757000,16.773500
2.839730,13.030000
3.802740,6.350470
19.680500,17.915400
12.742800,6.798070
18.581800,14.262200
12.356700,20.638800
21.112101,10.788600
6.859310,19.626900
12.355600,3.139470
7.551140,13.121400
17.105200,11.124900
15.144400,18.531401
18.635300,5.981190
10.522300,11.982100
26.729099,15.154300
27.084801,17.633801
27.414301,15.575000
29.738400,15.525700
28.143000,16.981600
28.817200,15.010900
26.614100,16.275200
27.945801,15.295500
28.334299,14.462800
26.319201,16.292999
26.406799,15.899300
28.129801,14.407800
27.708200,15.287300
27.137100,15.051700
28.048100,16.411900
26.427000,16.459999
29.326500,16.839199
28.244301,14.052400
29.433901,14.665900
28.987200,14.704100
28.506399,16.927099
27.747400,14.483100
28.425900,17.067499
28.586300,16.512199
26.651899,14.601600
28.089701,16.895901
27.535400,14.855400
29.330299,15.511900
26.289000,16.824900
27.535500,15.900500
28.018900,17.350599
27.773300,16.527800
26.405800,16.433901
29.342501,17.308901
27.161900,15.990300
29.106400,14.468700
28.718700,14.280500
27.149799,14.863900
27.193300,14.688000
26.708700,15.258700
26.868099,17.557800
28.683300,17.747400
29.184099,15.286100
27.189899,15.043300
26.298000,15.182200
29.400700,15.530400
27.760700,17.902500
27.905600,14.550000
27.262800,16.977600
28.289200,16.898300
28.497801,17.011801
26.505899,15.469400
27.785400,17.692400
26.862200,15.057600
27.315800,15.854600
27.374201,14.245700
29.340799,14.937600
29.281601,14.931900
29.172001,15.755900
29.711901,15.143400
26.464600,16.037901
27.229200,16.619400
27.835800,14.162700
27.028700,16.513700
28.612801,16.136000
27.948799,15.025500
26.344999,16.490200
29.594200,16.932800
26.069799,15.928300
27.024300,16.868401
27.675100,14.251100
28.098200,17.662300
26.620800,15.938100
27.260799,15.049900
28.729401,15.070200
28.204599,16.621700
28.358601,16.207001
27.496599,16.453899
26.854300,15.479900
27.513901,16.229300
27.549299,15.851700
28.150900,16.249901
29.317801,14.886200
28.170000,14.542100
26.550200,15.140800
26.208200,16.645700
29.537001,16.454000
28.566999,17.592600
26.617001,16.678200
27.522800,16.604900
26.912001,17.595100
26.470301,17.229099
26.332399,16.340500
26.852800,17.146500
28.693899,15.423200
28.186300,15.586200
27.122999,14.587300
29.426800,15.963400
26.728001,14.624800
28.928101,17.323200
28.139099,15.937700
28.919001,17.617800
26.924700,16.885700
28.192600,16.345301
27.645399,16.005301
28.170700,14.964500
26.626101,15.505500
28.504801,15.681500
29.796600,16.805799
28.360201,16.005301
26.323299,15.587700
28.285999,14.646300
28.243601,17.113199
26.359301,16.463699
29.001900,16.052401
28.270000,15.712200
29.095200,14.668300
26.777000,15.505200
28.993999,16.060101
28.114599,15.252900
26.974300,14.920800
27.385300,14.232000
26.843901,16.521299
28.353901,15.258700
28.063200,14.901500
26.355000,15.099400
27.453501,14.358200
27.108601,16.180799
28.285000,14.102800
27.814600,15.585700
27.523500,14.386600
27.815201,16.227800
28.895800,17.169600
26.757401,15.061800
26.460100,15.807600
27.632099,15.839500
27.952499,17.363501
27.100100,16.004601
27.825399,16.209101
29.167299,15.036700
26.343000,16.846201
27.099300,15.221900
29.025000,15.185000
28.562901,14.857300
26.834801,15.839100
28.370399,17.282301
28.109100,17.327400
26.643900,15.193600
28.360399,14.185800
27.073601,16.467100
27.056900,15.045900
27.026100,15.651600
28.474100,14.851800
29.770399,15.130100
28.090000,15.772300
28.768101,16.424200
28.297800,17.267401
26.286301,16.656799
29.563299,17.088699
27.362499,17.459200
28.472799,16.505199
28.409401,14.722000
26.822300,17.127800
28.751301,14.858900
27.218700,14.746500
29.108101,14.868200
29.288099,14.512900
28.257500,17.777901
27.231400,14.833800
27.426201,16.622601
29.924999,16.398800
27.911699,14.481500
28.401300,16.522499
27.147800,17.706900
27.692301,17.975901
28.657301,15.692700
28.757000,16.273100
27.731400,17.347900
28.215000,17.193899
27.028400,15.546200
28.124399,15.481400
27.575800,15.944900
29.793600,16.737499
27.324200,14.595600
28.315599,15.009200
28.227800,17.107000
27.133900,14.298300
29.003099,14.339700
29.183500,16.175301
29.231199,17.256701
28.632401,17.761200
29.018299,15.267600
27.462500,15.963500
29.371300,15.366000
29.412001,16.364700
27.864799,17.132601
26.638800,16.225700
28.754200,17.542200
29.434401,16.551001
27.261101,15.781200
26.806601,15.386200
26.240200,15.980600
27.655800,17.097700
29.865101,16.342699
28.350800,15.194500
27.676800,14.172400
26.729099,17.487801
28.351801,14.615800
28.750700,16.466999
28.124800,17.796700
26.548201,15.320000
28.302500,17.625500
29.250900,15.519600
26.878799,15.684700
27.082399,16.959299
27.587200,15.633500
28.173300,14.748900
27.104401,16.258600
26.985500,16.651400
27.268101,15.955800
26.831301,15.933300
27.593599,15.276600
27.260201,16.600901
28.066299,15.247700
29.346701,14.735900
26.889700,16.194799
29.725700,15.316100
28.646700,14.622300
28.248100,14.787700
27.327000,14.281100
28.496401,15.275600
27.313000,17.412201
28.032000,15.248800
28.233200,17.958599
27.437901,16.467600
27.778299,17.509899
29.145901,15.549800
28.712099,17.773600
26.738400,15.803300
28.495300,16.453699
28.041201,17.373501
28.988199,16.742901
28.693399,16.986500
28.879101,16.950899
29.314800,17.229200
27.742300,15.546200
26.096100,16.268900
27.939501,15.285400
27.370001,15.471300
26.958599,14.557300
29.453800,14.761900
27.260599,14.397100
28.023300,17.916300
27.583401,16.779200
27.124701,16.254499
29.587299,15.671500
29.480900,16.343599
28.277901,14.722700
27.192499,14.264700
27.388901,16.426201
26.132000,16.246300
27.731899,16.342899
27.404400,16.672600
26.341900,17.116699
28.728001,16.256599
27.479200,17.433800
28.159100,17.743700
29.159500,17.226700
26.338800,15.960500
26.964399,17.290800
29.135799,15.500900
28.114100,16.328899
27.992901,16.712500
28.219299,17.012100
27.344999,15.467100
27.421101,14.692700
29.745501,16.369499
26.989401,15.446800
26.369900,15.129500
27.423599,14.097000
27.156099,17.114799
29.403000,15.764700
27.522800,15.995700
27.697901,15.818300
26.619101,16.450600
26.466000,16.905001
26.918699,16.739500
28.034401,17.742599
27.399599,14.742100
27.383101,16.264099
29.521700,17.158600
29.952200,15.767800
29.005100,15.897900
26.798700,15.038600
27.215401,15.434600
26.446800,16.290001
29.834000,15.319600
28.485300,14.729800
28.564400,16.189600
27.502600,14.563700
28.181999,17.472000
27.484301,14.508000
29.759899,15.992700
29.238199,15.023000
26.982100,16.969601
27.147200,15.645800
26.335199,16.498301
29.128000,15.053700
29.384800,15.212500
27.489700,16.424801
29.051001,14.956200
28.848700,15.171100
29.580099,15.193200
29.506001,16.707300
27.529400,17.851500
29.133200,14.608900
27.836201,17.185101
27.955000,15.914700
29.275400,14.835400
26.958200,15.090900
26.361900,16.153900
26.525700,17.139799
28.436800,14.361200
28.431700,15.273300
26.992500,17.270399
28.875799,16.128000
27.214300,15.893500
28.318701,15.696800
28.478100,17.012699
29.300200,14.870400
29.792801,15.912500
26.132799,16.044300
26.985701,16.934601
26.809401,14.802900
28.741600,15.522100
27.013700,15.832100
27.745600,17.317600
29.833799,16.090099
27.841900,15.928100
28.504299,15.874800
28.509300,16.557800
29.647400,15.228900
29.418699,16.624300
28.764200,16.063200
27.306200,14.533600
28.414600,17.652399
26.637400,8.632960
27.899401,8.277710
27.353800,8.932070
29.502399,7.533910
27.227301,7.227440
29.059700,6.834180
27.544600,9.871060
28.573999,7.001100
27.845900,7.840970
27.561600,9.932330
27.679001,7.173890
28.966801,7.499620
28.750401,9.688980
27.329300,7.396350
29.433399,6.701650
29.209400,8.779180
26.523199,7.300490
27.445400,9.418480
27.097099,6.568160
29.815500,7.995640
28.455500,7.548990
27.354900,7.203250
26.493099,8.729150
28.332899,9.627430
28.793301,9.265700
29.748699,8.647050
27.570801,8.747690
27.997601,7.334180
27.567900,7.040020
27.674400,9.818240
27.248100,8.711420
28.775499,6.561460
29.320101,7.709250
28.462000,7.962840
29.492599,8.340400
29.217600,6.627560
26.355200,7.328450
28.249300,8.267340
27.276800,9.394090
28.793400,9.249000
26.483200,7.844860
27.696501,7.133650
29.109900,7.893530
28.824301,6.958190
26.973400,7.051040
26.355101,7.160800
29.587601,7.600300
26.604500,9.266220
26.715599,7.312000
